datetime,600088.SH,cash,commission,total,returns,equity_curve,drawdown
2018-01-01,0.0,100000.0,0.0,100000.0,,,
2018-01-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-01-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-02-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-02-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-02-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-02-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-02-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-02-08,90700.0,11420.0,80.0,102120.0,0.021200000000000108,1.0212,0.0
2018-02-09,0.0,102040.0,160.0,102040.0,-0.0007833920877399203,1.0204000000000002,0.0007999999999999119
2018-02-12,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-13,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-14,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-22,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-23,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-26,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-27,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-02-28,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-01,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-02,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-05,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-06,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-07,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-08,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-09,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-12,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-13,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-14,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-15,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-16,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-19,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-20,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-21,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-22,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-23,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-26,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-27,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-28,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-29,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-03-30,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-02,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-03,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-04,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-09,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-10,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-11,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-12,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-13,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-16,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-17,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-18,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-19,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-20,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-23,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-24,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-25,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-26,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-04-27,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-02,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-03,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-04,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-07,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-08,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-09,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-10,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-11,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-14,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-15,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-16,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-17,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-18,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-21,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-22,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-23,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-24,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-25,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-28,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-29,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-30,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-05-31,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-01,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-04,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-05,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-06,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-07,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-08,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-11,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-12,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-13,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-14,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-15,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-19,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-20,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-21,0.0,102040.0,160.0,102040.0,0.0,1.0204000000000002,0.0007999999999999119
2018-06-22,90000.0,15360.0,240.0,105360.0,0.032536260290082275,1.0536,0.0
2018-06-25,90500.0,15360.0,240.0,105860.0,0.004745634016704692,1.0586000000000002,0.0
2018-06-26,92500.0,15360.0,240.0,107860.0,0.018892877385225715,1.0786000000000002,0.0
2018-06-27,0.0,107780.0,320.0,107780.0,-0.0007417022065641099,1.0778,0.0008000000000001339
2018-06-28,92800.0,15200.0,400.0,108000.0,0.0020411950269065837,1.08,0.0
2018-06-29,94600.00000000001,15200.0,400.0,109800.00000000001,0.01666666666666683,1.0980000000000003,0.0
2018-07-02,0.0,109720.00000000001,480.0,109720.00000000001,-0.0007285974499089409,1.0972000000000004,0.0007999999999999119
2018-07-03,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-04,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-05,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-06,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-09,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-10,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-11,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-12,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-13,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-16,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-17,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-18,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-19,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-20,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-23,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-24,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-25,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-26,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-27,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-30,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-07-31,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-01,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-02,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-03,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-06,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-07,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-08,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-09,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-10,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-13,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-14,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-15,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-16,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-17,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-20,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-21,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-22,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-23,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-24,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-27,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-28,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-29,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-30,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-08-31,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-03,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-04,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-05,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-06,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-07,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-10,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-11,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-12,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-13,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-14,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-17,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-18,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-19,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-20,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-21,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-25,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-26,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-27,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-09-28,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-08,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-09,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-10,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-11,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-12,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-15,0.0,109720.00000000001,480.0,109720.00000000001,0.0,1.0972000000000004,0.0007999999999999119
2018-10-16,69100.0,38540.000000000015,560.0,107640.00000000001,-0.018957345971563955,1.0764000000000005,0.02159999999999984
2018-10-17,0.0,107560.00000000001,640.0,107560.00000000001,-0.0007432181345224942,1.0756000000000006,0.022399999999999753
2018-10-18,72300.0,32780.000000000015,720.0,105080.00000000001,-0.023056898475269594,1.0508000000000006,0.04719999999999969
2018-10-19,0.0,105000.00000000001,800.0,105000.00000000001,-0.0007613247049866878,1.0500000000000007,0.0479999999999996
2018-10-22,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-23,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-24,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-25,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-26,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-29,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-30,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-10-31,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-01,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-02,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-05,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-06,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-07,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-08,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-09,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-12,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-13,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-14,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-15,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-16,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-19,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-20,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-21,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-22,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-23,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-26,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-27,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-28,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-29,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-30,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
2018-11-30,0.0,105000.00000000001,800.0,105000.00000000001,0.0,1.0500000000000007,0.0479999999999996
